series_id,group_id,surface
0,13,fine_concrete
1,31,concrete
2,20,concrete
3,31,concrete
4,22,soft_tiles
5,1,tiled
6,34,soft_pvc
7,31,concrete
8,33,hard_tiles_large_space
9,11,tiled
10,26,soft_pvc
11,1,tiled
12,25,carpet
13,25,carpet
14,12,concrete
15,7,carpet
16,7,carpet
17,21,soft_tiles
18,8,tiled
19,9,soft_tiles
20,11,tiled
21,33,hard_tiles_large_space
22,22,soft_tiles
23,28,tiled
24,9,soft_tiles
25,15,soft_tiles
26,13,fine_concrete
27,27,hard_tiles
28,11,tiled
29,33,hard_tiles_large_space
30,9,soft_tiles
31,9,soft_tiles
32,35,fine_concrete
33,32,concrete
34,20,concrete
35,12,concrete
36,1,tiled
37,25,carpet
38,34,soft_pvc
39,23,wood
40,13,fine_concrete
41,14,wood
42,35,fine_concrete
43,23,wood
44,15,soft_tiles
45,27,hard_tiles
46,26,soft_pvc
47,30,fine_concrete
48,32,concrete
49,3,soft_pvc
50,32,concrete
51,9,soft_tiles
52,9,soft_tiles
53,20,concrete
54,25,carpet
55,22,soft_tiles
56,35,fine_concrete
57,35,fine_concrete
58,7,carpet
59,22,soft_tiles
60,32,concrete
61,28,tiled
62,29,soft_pvc
63,16,hard_tiles_large_space
64,3,soft_pvc
65,32,concrete
66,8,tiled
67,28,tiled
68,20,concrete
69,3,soft_pvc
70,0,concrete
71,12,concrete
72,3,soft_pvc
73,34,soft_pvc
74,23,wood
75,35,fine_concrete
76,9,soft_tiles
77,13,fine_concrete
78,29,soft_pvc
79,35,fine_concrete
80,9,soft_tiles
81,1,tiled
82,34,soft_pvc
83,10,wood
84,35,fine_concrete
85,15,soft_tiles
86,20,concrete
87,26,soft_pvc
88,9,soft_tiles
89,23,wood
90,29,soft_pvc
91,26,soft_pvc
92,30,fine_concrete
93,13,fine_concrete
94,0,concrete
95,22,soft_tiles
96,10,wood
97,14,wood
98,33,hard_tiles_large_space
99,11,tiled
100,13,fine_concrete
101,21,soft_tiles
102,10,wood
103,26,soft_pvc
104,13,fine_concrete
105,19,soft_pvc
106,4,soft_tiles
107,21,soft_tiles
108,29,soft_pvc
109,19,soft_pvc
110,23,wood
111,13,fine_concrete
112,18,soft_pvc
113,12,concrete
114,4,soft_tiles
115,6,soft_pvc
116,18,soft_pvc
117,15,soft_tiles
118,25,carpet
119,16,hard_tiles_large_space
120,1,tiled
121,17,soft_tiles
122,29,soft_pvc
123,19,soft_pvc
124,33,hard_tiles_large_space
125,32,concrete
126,8,tiled
127,8,tiled
128,7,carpet
129,4,soft_tiles
130,19,soft_pvc
131,6,soft_pvc
132,13,fine_concrete
133,26,soft_pvc
134,15,soft_tiles
135,4,soft_tiles
136,4,soft_tiles
137,9,soft_tiles
138,23,wood
139,0,concrete
140,4,soft_tiles
141,11,tiled
142,33,hard_tiles_large_space
143,29,soft_pvc
144,0,concrete
145,17,soft_tiles
146,11,tiled
147,14,wood
148,27,hard_tiles
149,7,carpet
150,9,soft_tiles
151,0,concrete
152,0,concrete
153,16,hard_tiles_large_space
154,6,soft_pvc
155,13,fine_concrete
156,17,soft_tiles
157,0,concrete
158,6,soft_pvc
159,22,soft_tiles
160,28,tiled
161,13,fine_concrete
162,12,concrete
163,34,soft_pvc
164,14,wood
165,33,hard_tiles_large_space
166,26,soft_pvc
167,13,fine_concrete
168,35,fine_concrete
169,13,fine_concrete
170,11,tiled
171,1,tiled
172,14,wood
173,20,concrete
174,8,tiled
175,16,hard_tiles_large_space
176,7,carpet
177,10,wood
178,6,soft_pvc
179,16,hard_tiles_large_space
180,9,soft_tiles
181,1,tiled
182,20,concrete
183,16,hard_tiles_large_space
184,19,soft_pvc
185,33,hard_tiles_large_space
186,18,soft_pvc
187,11,tiled
188,7,carpet
189,27,hard_tiles
190,35,fine_concrete
191,21,soft_tiles
192,10,wood
193,29,soft_pvc
194,35,fine_concrete
195,5,concrete
196,22,soft_tiles
197,10,wood
198,0,concrete
199,12,concrete
200,28,tiled
201,29,soft_pvc
202,5,concrete
203,18,soft_pvc
204,14,wood
205,26,soft_pvc
206,7,carpet
207,2,wood
208,12,concrete
209,16,hard_tiles_large_space
210,21,soft_tiles
211,19,soft_pvc
212,12,concrete
213,25,carpet
214,34,soft_pvc
215,2,wood
216,2,wood
217,23,wood
218,21,soft_tiles
219,7,carpet
220,28,tiled
221,9,soft_tiles
222,3,soft_pvc
223,3,soft_pvc
224,33,hard_tiles_large_space
225,11,tiled
226,10,wood
227,3,soft_pvc
228,19,soft_pvc
229,10,wood
230,31,concrete
231,35,fine_concrete
232,26,soft_pvc
233,20,concrete
234,11,tiled
235,0,concrete
236,15,soft_tiles
237,18,soft_pvc
238,13,fine_concrete
239,1,tiled
240,4,soft_tiles
241,3,soft_pvc
242,20,concrete
243,20,concrete
244,25,carpet
245,17,soft_tiles
246,18,soft_pvc
247,29,soft_pvc
248,15,soft_tiles
249,6,soft_pvc
250,25,carpet
251,2,wood
252,29,soft_pvc
253,9,soft_tiles
254,1,tiled
255,23,wood
256,2,wood
257,27,hard_tiles
258,4,soft_tiles
259,15,soft_tiles
260,34,soft_pvc
261,12,concrete
262,34,soft_pvc
263,10,wood
264,3,soft_pvc
265,10,wood
266,19,soft_pvc
267,26,soft_pvc
268,20,concrete
269,26,soft_pvc
270,10,wood
271,8,tiled
272,21,soft_tiles
273,16,hard_tiles_large_space
274,13,fine_concrete
275,15,soft_tiles
276,11,tiled
277,12,concrete
278,15,soft_tiles
279,6,soft_pvc
280,35,fine_concrete
281,20,concrete
282,34,soft_pvc
283,19,soft_pvc
284,28,tiled
285,33,hard_tiles_large_space
286,19,soft_pvc
287,18,soft_pvc
288,29,soft_pvc
289,18,soft_pvc
290,29,soft_pvc
291,4,soft_tiles
292,21,soft_tiles
293,9,soft_tiles
294,29,soft_pvc
295,29,soft_pvc
296,33,hard_tiles_large_space
297,23,wood
298,4,soft_tiles
299,32,concrete
300,33,hard_tiles_large_space
301,26,soft_pvc
302,19,soft_pvc
303,1,tiled
304,31,concrete
305,8,tiled
306,32,concrete
307,4,soft_tiles
308,7,carpet
309,8,tiled
310,5,concrete
311,33,hard_tiles_large_space
312,7,carpet
313,11,tiled
314,21,soft_tiles
315,32,concrete
316,21,soft_tiles
317,28,tiled
318,7,carpet
319,32,concrete
320,6,soft_pvc
321,4,soft_tiles
322,23,wood
323,20,concrete
324,1,tiled
325,26,soft_pvc
326,6,soft_pvc
327,19,soft_pvc
328,14,wood
329,19,soft_pvc
330,20,concrete
331,34,soft_pvc
332,2,wood
333,0,concrete
334,15,soft_tiles
335,12,concrete
336,23,wood
337,19,soft_pvc
338,28,tiled
339,22,soft_tiles
340,6,soft_pvc
341,23,wood
342,20,concrete
343,16,hard_tiles_large_space
344,24,wood
345,0,concrete
346,3,soft_pvc
347,8,tiled
348,4,soft_tiles
349,20,concrete
350,33,hard_tiles_large_space
351,21,soft_tiles
352,35,fine_concrete
353,12,concrete
354,26,soft_pvc
355,14,wood
356,0,concrete
357,21,soft_tiles
358,35,fine_concrete
359,10,wood
360,0,concrete
361,3,soft_pvc
362,32,concrete
363,3,soft_pvc
364,26,soft_pvc
365,21,soft_tiles
366,1,tiled
367,19,soft_pvc
368,28,tiled
369,23,wood
370,9,soft_tiles
371,9,soft_tiles
372,9,soft_tiles
373,31,concrete
374,29,soft_pvc
375,21,soft_tiles
376,33,hard_tiles_large_space
377,15,soft_tiles
378,8,tiled
379,22,soft_tiles
380,15,soft_tiles
381,26,soft_pvc
382,28,tiled
383,26,soft_pvc
384,16,hard_tiles_large_space
385,21,soft_tiles
386,1,tiled
387,31,concrete
388,29,soft_pvc
389,25,carpet
390,26,soft_pvc
391,23,wood
392,25,carpet
393,35,fine_concrete
394,35,fine_concrete
395,25,carpet
396,20,concrete
397,21,soft_tiles
398,16,hard_tiles_large_space
399,15,soft_tiles
400,0,concrete
401,12,concrete
402,18,soft_pvc
403,32,concrete
404,12,concrete
405,21,soft_tiles
406,4,soft_tiles
407,29,soft_pvc
408,20,concrete
409,3,soft_pvc
410,11,tiled
411,11,tiled
412,34,soft_pvc
413,18,soft_pvc
414,31,concrete
415,13,fine_concrete
416,34,soft_pvc
417,10,wood
418,23,wood
419,31,concrete
420,3,soft_pvc
421,21,soft_tiles
422,11,tiled
423,6,soft_pvc
424,18,soft_pvc
425,22,soft_tiles
426,16,hard_tiles_large_space
427,12,concrete
428,0,concrete
429,1,tiled
430,6,soft_pvc
431,1,tiled
432,33,hard_tiles_large_space
433,34,soft_pvc
434,18,soft_pvc
435,26,soft_pvc
436,14,wood
437,34,soft_pvc
438,20,concrete
439,15,soft_tiles
440,9,soft_tiles
441,35,fine_concrete
442,23,wood
443,16,hard_tiles_large_space
444,3,soft_pvc
445,9,soft_tiles
446,10,wood
447,23,wood
448,22,soft_tiles
449,12,concrete
450,1,tiled
451,34,soft_pvc
452,9,soft_tiles
453,3,soft_pvc
454,9,soft_tiles
455,21,soft_tiles
456,19,soft_pvc
457,16,hard_tiles_large_space
458,21,soft_tiles
459,27,hard_tiles
460,15,soft_tiles
461,10,wood
462,16,hard_tiles_large_space
463,22,soft_tiles
464,34,soft_pvc
465,26,soft_pvc
466,20,concrete
467,34,soft_pvc
468,9,soft_tiles
469,31,concrete
470,32,concrete
471,31,concrete
472,6,soft_pvc
473,10,wood
474,22,soft_tiles
475,13,fine_concrete
476,11,tiled
477,29,soft_pvc
478,22,soft_tiles
479,12,concrete
480,4,soft_tiles
481,11,tiled
482,19,soft_pvc
483,23,wood
484,1,tiled
485,4,soft_tiles
486,13,fine_concrete
487,20,concrete
488,8,tiled
489,35,fine_concrete
490,34,soft_pvc
491,34,soft_pvc
492,32,concrete
493,35,fine_concrete
494,20,concrete
495,20,concrete
496,8,tiled
497,22,soft_tiles
498,32,concrete
499,7,carpet
500,34,soft_pvc
501,21,soft_tiles
502,17,soft_tiles
503,19,soft_pvc
504,9,soft_tiles
505,22,soft_tiles
506,25,carpet
507,35,fine_concrete
508,4,soft_tiles
509,3,soft_pvc
510,12,concrete
511,22,soft_tiles
512,0,concrete
513,29,soft_pvc
514,11,tiled
515,23,wood
516,35,fine_concrete
517,31,concrete
518,6,soft_pvc
519,13,fine_concrete
520,7,carpet
521,35,fine_concrete
522,23,wood
523,31,concrete
524,31,concrete
525,21,soft_tiles
526,14,wood
527,27,hard_tiles
528,7,carpet
529,11,tiled
530,14,wood
531,14,wood
532,10,wood
533,16,hard_tiles_large_space
534,29,soft_pvc
535,0,concrete
536,14,wood
537,5,concrete
538,10,wood
539,6,soft_pvc
540,33,hard_tiles_large_space
541,4,soft_tiles
542,26,soft_pvc
543,15,soft_tiles
544,6,soft_pvc
545,3,soft_pvc
546,10,wood
547,33,hard_tiles_large_space
548,16,hard_tiles_large_space
549,10,wood
550,15,soft_tiles
551,2,wood
552,15,soft_tiles
553,6,soft_pvc
554,18,soft_pvc
555,16,hard_tiles_large_space
556,26,soft_pvc
557,11,tiled
558,33,hard_tiles_large_space
559,1,tiled
560,33,hard_tiles_large_space
561,28,tiled
562,12,concrete
563,35,fine_concrete
564,31,concrete
565,29,soft_pvc
566,27,hard_tiles
567,3,soft_pvc
568,4,soft_tiles
569,10,wood
570,12,concrete
571,17,soft_tiles
572,7,carpet
573,14,wood
574,19,soft_pvc
575,32,concrete
576,20,concrete
577,9,soft_tiles
578,12,concrete
579,14,wood
580,7,carpet
581,9,soft_tiles
582,22,soft_tiles
583,8,tiled
584,2,wood
585,31,concrete
586,12,concrete
587,27,hard_tiles
588,14,wood
589,13,fine_concrete
590,35,fine_concrete
591,16,hard_tiles_large_space
592,22,soft_tiles
593,18,soft_pvc
594,16,hard_tiles_large_space
595,22,soft_tiles
596,8,tiled
597,4,soft_tiles
598,16,hard_tiles_large_space
599,20,concrete
600,13,fine_concrete
601,35,fine_concrete
602,32,concrete
603,25,carpet
604,19,soft_pvc
605,11,tiled
606,14,wood
607,1,tiled
608,31,concrete
609,6,soft_pvc
610,26,soft_pvc
611,34,soft_pvc
612,26,soft_pvc
613,7,carpet
614,2,wood
615,22,soft_tiles
616,33,hard_tiles_large_space
617,32,concrete
618,11,tiled
619,31,concrete
620,9,soft_tiles
621,1,tiled
622,23,wood
623,20,concrete
624,24,wood
625,13,fine_concrete
626,11,tiled
627,9,soft_tiles
628,2,wood
629,19,soft_pvc
630,12,concrete
631,29,soft_pvc
632,29,soft_pvc
633,7,carpet
634,15,soft_tiles
635,3,soft_pvc
636,1,tiled
637,4,soft_tiles
638,20,concrete
639,18,soft_pvc
640,26,soft_pvc
641,13,fine_concrete
642,18,soft_pvc
643,12,concrete
644,9,soft_tiles
645,33,hard_tiles_large_space
646,34,soft_pvc
647,32,concrete
648,29,soft_pvc
649,3,soft_pvc
650,4,soft_tiles
651,33,hard_tiles_large_space
652,8,tiled
653,12,concrete
654,32,concrete
655,35,fine_concrete
656,28,tiled
657,34,soft_pvc
658,16,hard_tiles_large_space
659,15,soft_tiles
660,20,concrete
661,25,carpet
662,15,soft_tiles
663,9,soft_tiles
664,25,carpet
665,25,carpet
666,33,hard_tiles_large_space
667,11,tiled
668,34,soft_pvc
669,15,soft_tiles
670,25,carpet
671,10,wood
672,19,soft_pvc
673,7,carpet
674,10,wood
675,35,fine_concrete
676,19,soft_pvc
677,22,soft_tiles
678,26,soft_pvc
679,32,concrete
680,32,concrete
681,8,tiled
682,21,soft_tiles
683,3,soft_pvc
684,6,soft_pvc
685,26,soft_pvc
686,20,concrete
687,34,soft_pvc
688,28,tiled
689,11,tiled
690,35,fine_concrete
691,21,soft_tiles
692,11,tiled
693,3,soft_pvc
694,12,concrete
695,10,wood
696,28,tiled
697,35,fine_concrete
698,18,soft_pvc
699,3,soft_pvc
700,6,soft_pvc
701,29,soft_pvc
702,22,soft_tiles
703,32,concrete
704,25,carpet
705,35,fine_concrete
706,22,soft_tiles
707,32,concrete
708,10,wood
709,25,carpet
710,26,soft_pvc
711,18,soft_pvc
712,26,soft_pvc
713,25,carpet
714,34,soft_pvc
715,22,soft_tiles
716,35,fine_concrete
717,8,tiled
718,25,carpet
719,26,soft_pvc
720,21,soft_tiles
721,7,carpet
722,0,concrete
723,33,hard_tiles_large_space
724,14,wood
725,25,carpet
726,10,wood
727,14,wood
728,34,soft_pvc
729,16,hard_tiles_large_space
730,32,concrete
731,4,soft_tiles
732,23,wood
733,9,soft_tiles
734,31,concrete
735,14,wood
736,10,wood
737,35,fine_concrete
738,18,soft_pvc
739,31,concrete
740,4,soft_tiles
741,35,fine_concrete
742,15,soft_tiles
743,10,wood
744,12,concrete
745,27,hard_tiles
746,6,soft_pvc
747,11,tiled
748,0,concrete
749,9,soft_tiles
750,35,fine_concrete
751,34,soft_pvc
752,13,fine_concrete
753,33,hard_tiles_large_space
754,23,wood
755,19,soft_pvc
756,15,soft_tiles
757,9,soft_tiles
758,20,concrete
759,9,soft_tiles
760,4,soft_tiles
761,13,fine_concrete
762,28,tiled
763,4,soft_tiles
764,0,concrete
765,0,concrete
766,1,tiled
767,21,soft_tiles
768,19,soft_pvc
769,10,wood
770,2,wood
771,20,concrete
772,0,concrete
773,4,soft_tiles
774,10,wood
775,34,soft_pvc
776,4,soft_tiles
777,12,concrete
778,35,fine_concrete
779,28,tiled
780,14,wood
781,3,soft_pvc
782,29,soft_pvc
783,23,wood
784,19,soft_pvc
785,16,hard_tiles_large_space
786,11,tiled
787,16,hard_tiles_large_space
788,18,soft_pvc
789,8,tiled
790,35,fine_concrete
791,10,wood
792,20,concrete
793,21,soft_tiles
794,18,soft_pvc
795,35,fine_concrete
796,7,carpet
797,33,hard_tiles_large_space
798,27,hard_tiles
799,6,soft_pvc
800,29,soft_pvc
801,31,concrete
802,7,carpet
803,22,soft_tiles
804,27,hard_tiles
805,17,soft_tiles
806,11,tiled
807,33,hard_tiles_large_space
808,18,soft_pvc
809,29,soft_pvc
810,31,concrete
811,11,tiled
812,14,wood
813,1,tiled
814,13,fine_concrete
815,28,tiled
816,2,wood
817,32,concrete
818,19,soft_pvc
819,21,soft_tiles
820,1,tiled
821,14,wood
822,22,soft_tiles
823,13,fine_concrete
824,25,carpet
825,3,soft_pvc
826,27,hard_tiles
827,3,soft_pvc
828,32,concrete
829,23,wood
830,21,soft_tiles
831,29,soft_pvc
832,4,soft_tiles
833,28,tiled
834,31,concrete
835,10,wood
836,13,fine_concrete
837,1,tiled
838,15,soft_tiles
839,0,concrete
840,13,fine_concrete
841,18,soft_pvc
842,6,soft_pvc
843,33,hard_tiles_large_space
844,4,soft_tiles
845,33,hard_tiles_large_space
846,0,concrete
847,8,tiled
848,2,wood
849,9,soft_tiles
850,19,soft_pvc
851,0,concrete
852,3,soft_pvc
853,16,hard_tiles_large_space
854,20,concrete
855,29,soft_pvc
856,8,tiled
857,14,wood
858,34,soft_pvc
859,33,hard_tiles_large_space
860,26,soft_pvc
861,12,concrete
862,12,concrete
863,7,carpet
864,22,soft_tiles
865,32,concrete
866,13,fine_concrete
867,14,wood
868,25,carpet
869,22,soft_tiles
870,0,concrete
871,3,soft_pvc
872,8,tiled
873,19,soft_pvc
874,15,soft_tiles
875,32,concrete
876,18,soft_pvc
877,10,wood
878,10,wood
879,6,soft_pvc
880,16,hard_tiles_large_space
881,19,soft_pvc
882,31,concrete
883,34,soft_pvc
884,21,soft_tiles
885,32,concrete
886,33,hard_tiles_large_space
887,22,soft_tiles
888,9,soft_tiles
889,25,carpet
890,8,tiled
891,34,soft_pvc
892,22,soft_tiles
893,12,concrete
894,21,soft_tiles
895,1,tiled
896,34,soft_pvc
897,31,concrete
898,23,wood
899,33,hard_tiles_large_space
900,33,hard_tiles_large_space
901,8,tiled
902,0,concrete
903,23,wood
904,18,soft_pvc
905,34,soft_pvc
906,10,wood
907,1,tiled
908,20,concrete
909,26,soft_pvc
910,4,soft_tiles
911,10,wood
912,15,soft_tiles
913,22,soft_tiles
914,34,soft_pvc
915,7,carpet
916,6,soft_pvc
917,33,hard_tiles_large_space
918,7,carpet
919,28,tiled
920,17,soft_tiles
921,20,concrete
922,6,soft_pvc
923,0,concrete
924,31,concrete
925,19,soft_pvc
926,32,concrete
927,10,wood
928,11,tiled
929,23,wood
930,35,fine_concrete
931,29,soft_pvc
932,6,soft_pvc
933,0,concrete
934,13,fine_concrete
935,7,carpet
936,15,soft_tiles
937,20,concrete
938,32,concrete
939,18,soft_pvc
940,21,soft_tiles
941,34,soft_pvc
942,8,tiled
943,4,soft_tiles
944,11,tiled
945,32,concrete
946,13,fine_concrete
947,6,soft_pvc
948,19,soft_pvc
949,25,carpet
950,26,soft_pvc
951,19,soft_pvc
952,19,soft_pvc
953,6,soft_pvc
954,25,carpet
955,18,soft_pvc
956,10,wood
957,14,wood
958,13,fine_concrete
959,29,soft_pvc
960,18,soft_pvc
961,8,tiled
962,19,soft_pvc
963,29,soft_pvc
964,26,soft_pvc
965,23,wood
966,29,soft_pvc
967,31,concrete
968,31,concrete
969,7,carpet
970,26,soft_pvc
971,8,tiled
972,5,concrete
973,3,soft_pvc
974,14,wood
975,23,wood
976,4,soft_tiles
977,31,concrete
978,15,soft_tiles
979,25,carpet
980,3,soft_pvc
981,10,wood
982,14,wood
983,26,soft_pvc
984,8,tiled
985,35,fine_concrete
986,19,soft_pvc
987,32,concrete
988,32,concrete
989,9,soft_tiles
990,18,soft_pvc
991,25,carpet
992,26,soft_pvc
993,35,fine_concrete
994,14,wood
995,11,tiled
996,13,fine_concrete
997,9,soft_tiles
998,8,tiled
999,15,soft_tiles
1000,28,tiled
1001,16,hard_tiles_large_space
1002,15,soft_tiles
1003,32,concrete
1004,8,tiled
1005,35,fine_concrete
1006,32,concrete
1007,0,concrete
1008,13,fine_concrete
1009,21,soft_tiles
1010,31,concrete
1011,7,carpet
1012,16,hard_tiles_large_space
1013,10,wood
1014,35,fine_concrete
1015,9,soft_tiles
1016,20,concrete
1017,14,wood
1018,12,concrete
1019,25,carpet
1020,6,soft_pvc
1021,29,soft_pvc
1022,9,soft_tiles
1023,31,concrete
1024,29,soft_pvc
1025,20,concrete
1026,11,tiled
1027,23,wood
1028,4,soft_tiles
1029,18,soft_pvc
1030,20,concrete
1031,10,wood
1032,14,wood
1033,17,soft_tiles
1034,8,tiled
1035,6,soft_pvc
1036,19,soft_pvc
1037,33,hard_tiles_large_space
1038,6,soft_pvc
1039,29,soft_pvc
1040,20,concrete
1041,0,concrete
1042,29,soft_pvc
1043,23,wood
1044,33,hard_tiles_large_space
1045,13,fine_concrete
1046,14,wood
1047,0,concrete
1048,16,hard_tiles_large_space
1049,5,concrete
1050,13,fine_concrete
1051,15,soft_tiles
1052,13,fine_concrete
1053,10,wood
1054,6,soft_pvc
1055,7,carpet
1056,33,hard_tiles_large_space
1057,7,carpet
1058,16,hard_tiles_large_space
1059,11,tiled
1060,18,soft_pvc
1061,12,concrete
1062,3,soft_pvc
1063,21,soft_tiles
1064,33,hard_tiles_large_space
1065,28,tiled
1066,19,soft_pvc
1067,14,wood
1068,7,carpet
1069,18,soft_pvc
1070,32,concrete
1071,22,soft_tiles
1072,5,concrete
1073,29,soft_pvc
1074,20,concrete
1075,12,concrete
1076,32,concrete
1077,34,soft_pvc
1078,3,soft_pvc
1079,12,concrete
1080,18,soft_pvc
1081,19,soft_pvc
1082,2,wood
1083,12,concrete
1084,9,soft_tiles
1085,3,soft_pvc
1086,25,carpet
1087,26,soft_pvc
1088,25,carpet
1089,16,hard_tiles_large_space
1090,0,concrete
1091,7,carpet
1092,14,wood
1093,8,tiled
1094,25,carpet
1095,21,soft_tiles
1096,8,tiled
1097,32,concrete
1098,12,concrete
1099,10,wood
1100,28,tiled
1101,34,soft_pvc
1102,34,soft_pvc
1103,22,soft_tiles
1104,18,soft_pvc
1105,10,wood
1106,15,soft_tiles
1107,23,wood
1108,28,tiled
1109,19,soft_pvc
1110,15,soft_tiles
1111,18,soft_pvc
1112,25,carpet
1113,20,concrete
1114,14,wood
1115,1,tiled
1116,31,concrete
1117,10,wood
1118,35,fine_concrete
1119,25,carpet
1120,4,soft_tiles
1121,7,carpet
1122,23,wood
1123,13,fine_concrete
1124,32,concrete
1125,27,hard_tiles
1126,22,soft_tiles
1127,1,tiled
1128,9,soft_tiles
1129,31,concrete
1130,18,soft_pvc
1131,1,tiled
1132,26,soft_pvc
1133,28,tiled
1134,31,concrete
1135,19,soft_pvc
1136,21,soft_tiles
1137,31,concrete
1138,16,hard_tiles_large_space
1139,31,concrete
1140,3,soft_pvc
1141,12,concrete
1142,3,soft_pvc
1143,3,soft_pvc
1144,15,soft_tiles
1145,18,soft_pvc
1146,4,soft_tiles
1147,4,soft_tiles
1148,26,soft_pvc
1149,1,tiled
1150,25,carpet
1151,8,tiled
1152,11,tiled
1153,7,carpet
1154,7,carpet
1155,25,carpet
1156,31,concrete
1157,1,tiled
1158,25,carpet
1159,6,soft_pvc
1160,23,wood
1161,1,tiled
1162,0,concrete
1163,8,tiled
1164,0,concrete
1165,25,carpet
1166,13,fine_concrete
1167,8,tiled
1168,19,soft_pvc
1169,11,tiled
1170,26,soft_pvc
1171,0,concrete
1172,4,soft_tiles
1173,8,tiled
1174,13,fine_concrete
1175,19,soft_pvc
1176,15,soft_tiles
1177,14,wood
1178,33,hard_tiles_large_space
1179,22,soft_tiles
1180,18,soft_pvc
1181,1,tiled
1182,9,soft_tiles
1183,15,soft_tiles
1184,6,soft_pvc
1185,32,concrete
1186,8,tiled
1187,25,carpet
1188,20,concrete
1189,23,wood
1190,28,tiled
1191,14,wood
1192,0,concrete
1193,27,hard_tiles
1194,22,soft_tiles
1195,23,wood
1196,3,soft_pvc
1197,22,soft_tiles
1198,22,soft_tiles
1199,8,tiled
1200,15,soft_tiles
1201,6,soft_pvc
1202,32,concrete
1203,10,wood
1204,34,soft_pvc
1205,34,soft_pvc
1206,8,tiled
1207,15,soft_tiles
1208,8,tiled
1209,6,soft_pvc
1210,20,concrete
1211,20,concrete
1212,14,wood
1213,32,concrete
1214,12,concrete
1215,3,soft_pvc
1216,12,concrete
1217,22,soft_tiles
1218,0,concrete
1219,22,soft_tiles
1220,29,soft_pvc
1221,32,concrete
1222,31,concrete
1223,16,hard_tiles_large_space
1224,21,soft_tiles
1225,22,soft_tiles
1226,15,soft_tiles
1227,26,soft_pvc
1228,23,wood
1229,19,soft_pvc
1230,8,tiled
1231,13,fine_concrete
1232,15,soft_tiles
1233,25,carpet
1234,11,tiled
1235,34,soft_pvc
1236,16,hard_tiles_large_space
1237,7,carpet
1238,31,concrete
1239,7,carpet
1240,18,soft_pvc
1241,14,wood
1242,15,soft_tiles
1243,15,soft_tiles
1244,31,concrete
1245,9,soft_tiles
1246,32,concrete
1247,34,soft_pvc
1248,26,soft_pvc
1249,0,concrete
1250,13,fine_concrete
1251,29,soft_pvc
1252,3,soft_pvc
1253,14,wood
1254,11,tiled
1255,22,soft_tiles
1256,22,soft_tiles
1257,28,tiled
1258,0,concrete
1259,7,carpet
1260,26,soft_pvc
1261,23,wood
1262,12,concrete
1263,22,soft_tiles
1264,0,concrete
1265,0,concrete
1266,0,concrete
1267,18,soft_pvc
1268,4,soft_tiles
1269,18,soft_pvc
1270,21,soft_tiles
1271,28,tiled
1272,8,tiled
1273,23,wood
1274,35,fine_concrete
1275,11,tiled
1276,18,soft_pvc
1277,27,hard_tiles
1278,23,wood
1279,0,concrete
1280,26,soft_pvc
1281,21,soft_tiles
1282,31,concrete
1283,7,carpet
1284,2,wood
1285,22,soft_tiles
1286,29,soft_pvc
1287,34,soft_pvc
1288,25,carpet
1289,33,hard_tiles_large_space
1290,34,soft_pvc
1291,28,tiled
1292,12,concrete
1293,16,hard_tiles_large_space
1294,6,soft_pvc
1295,33,hard_tiles_large_space
1296,10,wood
1297,25,carpet
1298,1,tiled
1299,7,carpet
1300,14,wood
1301,2,wood
1302,17,soft_tiles
1303,26,soft_pvc
1304,16,hard_tiles_large_space
1305,23,wood
1306,3,soft_pvc
1307,19,soft_pvc
1308,21,soft_tiles
1309,34,soft_pvc
1310,12,concrete
1311,3,soft_pvc
1312,34,soft_pvc
1313,35,fine_concrete
1314,4,soft_tiles
1315,31,concrete
1316,21,soft_tiles
1317,31,concrete
1318,35,fine_concrete
1319,3,soft_pvc
1320,12,concrete
