series_id,group_id,surface
1321,31,concrete
1322,19,soft_pvc
1323,15,soft_tiles
1324,21,soft_tiles
1325,18,soft_pvc
1326,11,tiled
1327,4,soft_tiles
1328,0,concrete
1329,18,soft_pvc
1330,20,concrete
1331,9,soft_tiles
1332,19,soft_pvc
1333,14,wood
1334,31,concrete
1335,15,soft_tiles
1336,33,hard_tiles_large_space
1337,4,soft_tiles
1338,35,fine_concrete
1339,26,soft_pvc
1340,14,wood
1341,8,tiled
1342,4,soft_tiles
1343,33,hard_tiles_large_space
1344,29,soft_pvc
1345,12,concrete
1346,25,carpet
1347,2,wood
1348,16,hard_tiles_large_space
1349,11,tiled
1350,6,soft_pvc
1351,18,soft_pvc
1352,26,soft_pvc
1353,33,hard_tiles_large_space
1354,7,carpet
1355,34,soft_pvc
1356,32,concrete
1357,9,soft_tiles
1358,10,wood
1359,18,soft_pvc
1360,8,tiled
1361,10,wood
1362,4,soft_tiles
1363,14,wood
1364,25,carpet
1365,12,concrete
1366,19,soft_pvc
1367,7,carpet
1368,33,hard_tiles_large_space
1369,15,soft_tiles
1370,28,tiled
1371,8,tiled
1372,12,concrete
1373,15,soft_tiles
1374,20,concrete
1375,4,soft_tiles
1376,21,soft_tiles
1377,11,tiled
1378,9,soft_tiles
1379,7,carpet
1380,15,soft_tiles
1381,1,tiled
1382,23,wood
1383,23,wood
1384,28,tiled
1385,31,concrete
1386,18,soft_pvc
1387,29,soft_pvc
1388,21,soft_tiles
1389,29,soft_pvc
1390,33,hard_tiles_large_space
1391,13,fine_concrete
1392,20,concrete
1393,7,carpet
1394,5,concrete
1395,13,fine_concrete
1396,4,soft_tiles
1397,7,carpet
1398,23,wood
1399,27,hard_tiles
1400,16,hard_tiles_large_space
1401,22,soft_tiles
1402,5,concrete
1403,33,hard_tiles_large_space
1404,34,soft_pvc
1405,16,hard_tiles_large_space
1406,21,soft_tiles
1407,12,concrete
1408,26,soft_pvc
1409,21,soft_tiles
1410,8,tiled
1411,10,wood
1412,17,soft_tiles
1413,8,tiled
1414,34,soft_pvc
1415,12,concrete
1416,11,tiled
1417,6,soft_pvc
1418,20,concrete
1419,19,soft_pvc
1420,0,concrete
1421,7,carpet
1422,31,concrete
1423,6,soft_pvc
1424,32,concrete
1425,3,soft_pvc
1426,0,concrete
1427,7,carpet
1428,30,fine_concrete
1429,11,tiled
1430,15,soft_tiles
1431,7,carpet
1432,8,tiled
1433,33,hard_tiles_large_space
1434,29,soft_pvc
1435,18,soft_pvc
1436,0,concrete
1437,18,soft_pvc
1438,34,soft_pvc
1439,15,soft_tiles
1440,23,wood
1441,13,fine_concrete
1442,33,hard_tiles_large_space
1443,28,tiled
1444,29,soft_pvc
1445,29,soft_pvc
1446,34,soft_pvc
1447,16,hard_tiles_large_space
1448,6,soft_pvc
1449,26,soft_pvc
1450,3,soft_pvc
1451,19,soft_pvc
1452,10,wood
1453,0,concrete
1454,27,hard_tiles
1455,27,hard_tiles
1456,10,wood
1457,12,concrete
1458,8,tiled
1459,20,concrete
1460,20,concrete
1461,21,soft_tiles
1462,7,carpet
1463,3,soft_pvc
1464,23,wood
1465,35,fine_concrete
1466,15,soft_tiles
1467,34,soft_pvc
1468,21,soft_tiles
1469,23,wood
1470,8,tiled
1471,32,concrete
1472,19,soft_pvc
1473,20,concrete
1474,9,soft_tiles
1475,11,tiled
1476,6,soft_pvc
1477,19,soft_pvc
1478,3,soft_pvc
1479,0,concrete
1480,26,soft_pvc
1481,14,wood
1482,14,wood
1483,12,concrete
1484,3,soft_pvc
1485,13,fine_concrete
1486,31,concrete
1487,9,soft_tiles
1488,6,soft_pvc
1489,29,soft_pvc
1490,22,soft_tiles
1491,4,soft_tiles
1492,29,soft_pvc
1493,34,soft_pvc
1494,6,soft_pvc
1495,6,soft_pvc
1496,13,fine_concrete
1497,9,soft_tiles
1498,22,soft_tiles
1499,23,wood
1500,21,soft_tiles
1501,14,wood
1502,14,wood
1503,9,soft_tiles
1504,3,soft_pvc
1505,7,carpet
1506,35,fine_concrete
1507,35,fine_concrete
1508,14,wood
1509,7,carpet
1510,32,concrete
1511,11,tiled
1512,18,soft_pvc
1513,29,soft_pvc
1514,11,tiled
1515,26,soft_pvc
1516,6,soft_pvc
1517,4,soft_tiles
1518,0,concrete
1519,12,concrete
1520,28,tiled
1521,21,soft_tiles
1522,13,fine_concrete
1523,35,fine_concrete
1524,0,concrete
1525,11,tiled
1526,28,tiled
1527,8,tiled
1528,33,hard_tiles_large_space
1529,9,soft_tiles
1530,4,soft_tiles
1531,11,tiled
1532,22,soft_tiles
1533,13,fine_concrete
1534,8,tiled
1535,32,concrete
1536,21,soft_tiles
1537,13,fine_concrete
1538,15,soft_tiles
1539,10,wood
1540,32,concrete
1541,3,soft_pvc
1542,20,concrete
1543,3,soft_pvc
1544,19,soft_pvc
1545,3,soft_pvc
1546,18,soft_pvc
1547,22,soft_tiles
1548,14,wood
1549,4,soft_tiles
1550,13,fine_concrete
1551,9,soft_tiles
1552,34,soft_pvc
1553,22,soft_tiles
1554,18,soft_pvc
1555,33,hard_tiles_large_space
1556,8,tiled
1557,26,soft_pvc
1558,29,soft_pvc
1559,26,soft_pvc
1560,35,fine_concrete
1561,19,soft_pvc
1562,29,soft_pvc
1563,3,soft_pvc
1564,1,tiled
1565,15,soft_tiles
1566,13,fine_concrete
1567,28,tiled
1568,21,soft_tiles
1569,3,soft_pvc
1570,19,soft_pvc
1571,0,concrete
1572,32,concrete
1573,23,wood
1574,25,carpet
1575,31,concrete
1576,14,wood
1577,29,soft_pvc
1578,31,concrete
1579,16,hard_tiles_large_space
1580,13,fine_concrete
1581,8,tiled
1582,9,soft_tiles
1583,25,carpet
1584,20,concrete
1585,21,soft_tiles
1586,16,hard_tiles_large_space
1587,18,soft_pvc
1588,21,soft_tiles
1589,22,soft_tiles
1590,0,concrete
1591,7,carpet
1592,15,soft_tiles
1593,29,soft_pvc
1594,7,carpet
1595,10,wood
1596,20,concrete
1597,1,tiled
1598,18,soft_pvc
1599,35,fine_concrete
1600,33,hard_tiles_large_space
1601,4,soft_tiles
1602,26,soft_pvc
1603,31,concrete
1604,11,tiled
1605,18,soft_pvc
1606,23,wood
1607,20,concrete
1608,13,fine_concrete
1609,16,hard_tiles_large_space
1610,27,hard_tiles
1611,21,soft_tiles
1612,28,tiled
1613,19,soft_pvc
1614,33,hard_tiles_large_space
1615,10,wood
1616,8,tiled
1617,18,soft_pvc
1618,32,concrete
1619,22,soft_tiles
1620,31,concrete
1621,24,wood
1622,4,soft_tiles
1623,25,carpet
1624,9,soft_tiles
1625,13,fine_concrete
1626,34,soft_pvc
1627,4,soft_tiles
1628,25,carpet
1629,25,carpet
1630,32,concrete
1631,11,tiled
1632,11,tiled
1633,0,concrete
1634,23,wood
1635,2,wood
1636,14,wood
1637,3,soft_pvc
1638,31,concrete
1639,29,soft_pvc
1640,17,soft_tiles
1641,26,soft_pvc
1642,33,hard_tiles_large_space
1643,9,soft_tiles
1644,24,wood
1645,0,concrete
1646,11,tiled
1647,29,soft_pvc
1648,11,tiled
1649,33,hard_tiles_large_space
1650,14,wood
1651,21,soft_tiles
1652,11,tiled
1653,15,soft_tiles
1654,7,carpet
1655,23,wood
1656,35,fine_concrete
1657,33,hard_tiles_large_space
1658,6,soft_pvc
1659,0,concrete
1660,14,wood
1661,20,concrete
1662,35,fine_concrete
1663,32,concrete
1664,12,concrete
1665,3,soft_pvc
1666,18,soft_pvc
1667,32,concrete
1668,31,concrete
1669,7,carpet
1670,13,fine_concrete
1671,27,hard_tiles
1672,8,tiled
1673,34,soft_pvc
1674,23,wood
1675,4,soft_tiles
1676,4,soft_tiles
1677,4,soft_tiles
1678,14,wood
1679,24,wood
1680,9,soft_tiles
1681,15,soft_tiles
1682,4,soft_tiles
1683,22,soft_tiles
1684,23,wood
1685,12,concrete
1686,12,concrete
1687,19,soft_pvc
1688,26,soft_pvc
1689,23,wood
1690,35,fine_concrete
1691,12,concrete
1692,14,wood
1693,10,wood
1694,35,fine_concrete
1695,21,soft_tiles
1696,22,soft_tiles
1697,12,concrete
1698,3,soft_pvc
1699,16,hard_tiles_large_space
1700,22,soft_tiles
1701,25,carpet
1702,8,tiled
1703,69,soft_pvc
1704,70,soft_pvc
1705,71,tiled
1706,70,soft_pvc
1707,60,carpet
1708,62,concrete
1709,60,carpet
1710,59,hard_tiles_large_space
1711,45,wood
1712,69,soft_pvc
1713,56,soft_pvc
1714,41,concrete
1715,53,soft_pvc
1716,56,soft_pvc
1717,40,hard_tiles_large_space
1718,68,fine_concrete
1719,49,wood
1720,46,wood
1721,42,concrete
1722,38,wood
1723,61,concrete
1724,71,tiled
1725,61,concrete
1726,43,wood
1727,68,fine_concrete
1728,51,soft_pvc
1729,44,hard_tiles_large_space
1730,55,tiled
1731,65,wood
1732,37,soft_pvc
1733,40,hard_tiles_large_space
1734,71,tiled
1735,38,wood
1736,57,concrete
1737,46,wood
1738,60,carpet
1739,41,concrete
1740,45,wood
1741,54,tiled
1742,42,concrete
1743,44,hard_tiles_large_space
1744,61,concrete
1745,68,fine_concrete
1746,69,soft_pvc
1747,65,wood
1748,43,wood
1749,53,soft_pvc
1750,72,fine_concrete
1751,59,hard_tiles_large_space
1752,64,tiled
1753,44,hard_tiles_large_space
1754,60,carpet
1755,44,hard_tiles_large_space
1756,66,tiled
1757,36,fine_concrete
1758,45,wood
1759,45,wood
1760,72,fine_concrete
1761,62,concrete
1762,40,hard_tiles_large_space
1763,72,fine_concrete
1764,38,wood
1765,57,concrete
1766,69,soft_pvc
1767,46,wood
1768,72,fine_concrete
1769,60,carpet
1770,53,soft_pvc
1771,37,soft_pvc
1772,48,fine_concrete
1773,57,concrete
1774,38,wood
1775,62,concrete
1776,38,wood
1777,51,soft_pvc
1778,49,wood
1779,40,hard_tiles_large_space
1780,41,concrete
1781,62,concrete
1782,54,tiled
1783,68,fine_concrete
1784,59,hard_tiles_large_space
1785,65,wood
1786,70,soft_pvc
1787,43,wood
1788,36,fine_concrete
1789,48,fine_concrete
1790,47,concrete
1791,51,soft_pvc
1792,53,soft_pvc
1793,71,tiled
1794,41,concrete
1795,52,carpet
1796,54,tiled
1797,60,carpet
1798,60,carpet
1799,64,tiled
1800,45,wood
1801,57,concrete
1802,54,tiled
1803,38,wood
1804,36,fine_concrete
1805,70,soft_pvc
1806,45,wood
1807,43,wood
1808,71,tiled
1809,55,tiled
1810,66,tiled
1811,43,wood
1812,37,soft_pvc
1813,66,tiled
1814,61,concrete
1815,57,concrete
1816,41,concrete
1817,72,fine_concrete
1818,54,tiled
1819,48,fine_concrete
1820,60,carpet
1821,53,soft_pvc
1822,62,concrete
1823,42,concrete
1824,49,wood
1825,40,hard_tiles_large_space
1826,68,fine_concrete
1827,51,soft_pvc
1828,51,soft_pvc
1829,44,hard_tiles_large_space
1830,53,soft_pvc
1831,62,concrete
1832,53,soft_pvc
1833,54,tiled
1834,60,carpet
1835,43,wood
1836,69,soft_pvc
1837,42,concrete
1838,53,soft_pvc
1839,55,tiled
1840,49,wood
1841,45,wood
1842,54,tiled
1843,69,soft_pvc
1844,55,tiled
1845,61,concrete
1846,40,hard_tiles_large_space
1847,37,soft_pvc
1848,39,concrete
1849,40,hard_tiles_large_space
1850,69,soft_pvc
1851,42,concrete
1852,45,wood
1853,48,fine_concrete
1854,65,wood
1855,66,tiled
1856,39,concrete
1857,64,tiled
1858,59,hard_tiles_large_space
1859,48,fine_concrete
1860,47,concrete
1861,40,hard_tiles_large_space
1862,41,concrete
1863,41,concrete
1864,46,wood
1865,52,carpet
1866,44,hard_tiles_large_space
1867,60,carpet
1868,41,concrete
1869,44,hard_tiles_large_space
1870,51,soft_pvc
1871,47,concrete
1872,70,soft_pvc
1873,66,tiled
1874,39,concrete
1875,64,tiled
1876,52,carpet
1877,54,tiled
1878,40,hard_tiles_large_space
1879,59,hard_tiles_large_space
1880,62,concrete
1881,58,soft_pvc
1882,53,soft_pvc
1883,44,hard_tiles_large_space
1884,51,soft_pvc
1885,38,wood
1886,61,concrete
1887,61,concrete
1888,66,tiled
1889,61,concrete
1890,45,wood
1891,72,fine_concrete
1892,48,fine_concrete
1893,69,soft_pvc
1894,70,soft_pvc
1895,41,concrete
1896,60,carpet
1897,39,concrete
1898,40,hard_tiles_large_space
1899,38,wood
1900,60,carpet
1901,66,tiled
1902,46,wood
1903,54,tiled
1904,72,fine_concrete
1905,68,fine_concrete
1906,68,fine_concrete
1907,36,fine_concrete
1908,59,hard_tiles_large_space
1909,43,wood
1910,70,soft_pvc
1911,43,wood
1912,54,tiled
1913,52,carpet
1914,62,concrete
1915,60,carpet
1916,54,tiled
1917,44,hard_tiles_large_space
1918,60,carpet
1919,57,concrete
1920,60,carpet
1921,69,soft_pvc
1922,65,wood
1923,36,fine_concrete
1924,44,hard_tiles_large_space
1925,68,fine_concrete
1926,55,tiled
1927,48,fine_concrete
1928,57,concrete
1929,46,wood
1930,60,carpet
1931,72,fine_concrete
1932,56,soft_pvc
1933,66,tiled
1934,50,concrete
1935,56,soft_pvc
1936,60,carpet
1937,68,fine_concrete
1938,62,concrete
1939,59,hard_tiles_large_space
1940,47,concrete
1941,55,tiled
1942,46,wood
1943,43,wood
1944,60,carpet
1945,72,fine_concrete
1946,69,soft_pvc
1947,55,tiled
1948,46,wood
1949,51,soft_pvc
1950,72,fine_concrete
1951,49,wood
1952,71,tiled
1953,57,concrete
1954,49,wood
1955,47,concrete
1956,51,soft_pvc
1957,63,concrete
1958,44,hard_tiles_large_space
1959,72,fine_concrete
1960,42,concrete
1961,55,tiled
1962,59,hard_tiles_large_space
1963,39,concrete
1964,43,wood
1965,48,fine_concrete
1966,63,concrete
1967,47,concrete
1968,37,soft_pvc
1969,41,concrete
1970,50,concrete
1971,44,hard_tiles_large_space
1972,45,wood
1973,68,fine_concrete
1974,69,soft_pvc
1975,62,concrete
1976,72,fine_concrete
1977,54,tiled
1978,68,fine_concrete
1979,70,soft_pvc
1980,37,soft_pvc
1981,57,concrete
1982,65,wood
1983,48,fine_concrete
1984,65,wood
1985,42,concrete
1986,47,concrete
1987,38,wood
1988,71,tiled
1989,36,fine_concrete
1990,49,wood
1991,42,concrete
1992,64,tiled
1993,45,wood
1994,70,soft_pvc
1995,48,fine_concrete
1996,59,hard_tiles_large_space
1997,46,wood
1998,40,hard_tiles_large_space
1999,55,tiled
2000,66,tiled
2001,47,concrete
2002,60,carpet
2003,49,wood
2004,59,hard_tiles_large_space
2005,44,hard_tiles_large_space
2006,61,concrete
2007,68,fine_concrete
2008,46,wood
2009,60,carpet
2010,57,concrete
2011,38,wood
2012,71,tiled
2013,72,fine_concrete
2014,51,soft_pvc
2015,59,hard_tiles_large_space
2016,40,hard_tiles_large_space
2017,40,hard_tiles_large_space
2018,51,soft_pvc
2019,68,fine_concrete
2020,72,fine_concrete
2021,43,wood
2022,48,fine_concrete
2023,61,concrete
2024,65,wood
2025,61,concrete
2026,71,tiled
2027,39,concrete
2028,69,soft_pvc
2029,39,concrete
2030,60,carpet
2031,43,wood
2032,72,fine_concrete
2033,69,soft_pvc
2034,54,tiled
2035,59,hard_tiles_large_space
2036,61,concrete
2037,54,tiled
2038,68,fine_concrete
2039,39,concrete
2040,38,wood
2041,70,soft_pvc
2042,44,hard_tiles_large_space
2043,48,fine_concrete
2044,48,fine_concrete
2045,46,wood
2046,71,tiled
2047,37,soft_pvc
2048,71,tiled
2049,71,tiled
2050,42,concrete
2051,38,wood
2052,53,soft_pvc
2053,47,concrete
2054,36,fine_concrete
2055,49,wood
2056,38,wood
2057,71,tiled
2058,43,wood
2059,62,concrete
2060,68,fine_concrete
2061,53,soft_pvc
2062,45,wood
2063,63,concrete
2064,60,carpet
2065,49,wood
2066,70,soft_pvc
2067,46,wood
2068,70,soft_pvc
2069,71,tiled
2070,43,wood
2071,66,tiled
2072,41,concrete
2073,45,wood
2074,50,concrete
2075,48,fine_concrete
2076,41,concrete
2077,43,wood
2078,69,soft_pvc
2079,46,wood
2080,57,concrete
2081,71,tiled
2082,36,fine_concrete
2083,38,wood
2084,72,fine_concrete
2085,59,hard_tiles_large_space
2086,45,wood
2087,48,fine_concrete
2088,36,fine_concrete
2089,66,tiled
2090,55,tiled
2091,55,tiled
2092,54,tiled
2093,56,soft_pvc
2094,71,tiled
2095,72,fine_concrete
2096,65,wood
2097,72,fine_concrete
2098,68,fine_concrete
2099,45,wood
2100,44,hard_tiles_large_space
2101,53,soft_pvc
2102,54,tiled
2103,69,soft_pvc
2104,65,wood
2105,41,concrete
2106,49,wood
2107,70,soft_pvc
2108,44,hard_tiles_large_space
2109,47,concrete
2110,70,soft_pvc
2111,43,wood
2112,41,concrete
2113,72,fine_concrete
2114,71,tiled
2115,40,hard_tiles_large_space
2116,64,tiled
2117,70,soft_pvc
2118,57,concrete
2119,64,tiled
2120,37,soft_pvc
2121,43,wood
2122,71,tiled
2123,62,concrete
2124,70,soft_pvc
2125,65,wood
2126,48,fine_concrete
2127,41,concrete
2128,70,soft_pvc
2129,68,fine_concrete
2130,66,tiled
2131,65,wood
2132,65,wood
2133,38,wood
2134,46,wood
2135,47,concrete
2136,55,tiled
2137,47,concrete
2138,42,concrete
2139,72,fine_concrete
2140,48,fine_concrete
2141,49,wood
2142,40,hard_tiles_large_space
2143,46,wood
2144,69,soft_pvc
2145,72,fine_concrete
2146,62,concrete
2147,48,fine_concrete
2148,65,wood
2149,49,wood
2150,68,fine_concrete
2151,56,soft_pvc
2152,65,wood
2153,38,wood
2154,49,wood
2155,57,concrete
2156,52,carpet
2157,38,wood
2158,43,wood
2159,55,tiled
2160,66,tiled
2161,45,wood
2162,43,wood
2163,70,soft_pvc
2164,55,tiled
2165,72,fine_concrete
2166,66,tiled
2167,51,soft_pvc
2168,71,tiled
2169,72,fine_concrete
2170,43,wood
2171,62,concrete
2172,61,concrete
2173,65,wood
2174,62,concrete
2175,68,fine_concrete
2176,53,soft_pvc
2177,59,hard_tiles_large_space
2178,64,tiled
2179,55,tiled
2180,65,wood
2181,57,concrete
2182,46,wood
2183,45,wood
2184,70,soft_pvc
2185,40,hard_tiles_large_space
2186,45,wood
2187,45,wood
2188,72,fine_concrete
2189,42,concrete
2190,38,wood
2191,44,hard_tiles_large_space
2192,56,soft_pvc
2193,45,wood
2194,64,tiled
2195,47,concrete
2196,38,wood
2197,43,wood
2198,57,concrete
2199,45,wood
2200,37,soft_pvc
2201,43,wood
2202,40,hard_tiles_large_space
2203,71,tiled
2204,47,concrete
2205,38,wood
2206,65,wood
2207,51,soft_pvc
2208,47,concrete
2209,45,wood
2210,68,fine_concrete
2211,72,fine_concrete
2212,53,soft_pvc
2213,47,concrete
2214,48,fine_concrete
2215,44,hard_tiles_large_space
2216,41,concrete
2217,37,soft_pvc
2218,40,hard_tiles_large_space
2219,39,concrete
2220,48,fine_concrete
2221,42,concrete
2222,57,concrete
2223,44,hard_tiles_large_space
2224,72,fine_concrete
2225,44,hard_tiles_large_space
2226,57,concrete
2227,47,concrete
2228,59,hard_tiles_large_space
2229,64,tiled
2230,45,wood
2231,71,tiled
2232,51,soft_pvc
2233,53,soft_pvc
2234,64,tiled
2235,53,soft_pvc
2236,61,concrete
2237,71,tiled
2238,53,soft_pvc
2239,62,concrete
2240,60,carpet
2241,55,tiled
2242,39,concrete
2243,42,concrete
2244,62,concrete
2245,43,wood
2246,45,wood
2247,46,wood
2248,44,hard_tiles_large_space
2249,45,wood
2250,46,wood
2251,57,concrete
2252,47,concrete
2253,59,hard_tiles_large_space
2254,36,fine_concrete
2255,42,concrete
2256,55,tiled
2257,72,fine_concrete
2258,72,fine_concrete
2259,46,wood
2260,68,fine_concrete
2261,42,concrete
2262,46,wood
2263,53,soft_pvc
2264,42,concrete
2265,38,wood
2266,72,fine_concrete
2267,46,wood
2268,45,wood
2269,36,fine_concrete
2270,47,concrete
2271,53,soft_pvc
2272,64,tiled
2273,61,concrete
2274,72,fine_concrete
2275,65,wood
2276,61,concrete
2277,38,wood
2278,43,wood
2279,44,hard_tiles_large_space
2280,71,tiled
2281,55,tiled
2282,48,fine_concrete
2283,45,wood
2284,42,concrete
2285,62,concrete
2286,36,fine_concrete
2287,64,tiled
2288,71,tiled
2289,64,tiled
2290,39,concrete
2291,69,soft_pvc
2292,61,concrete
2293,55,tiled
2294,59,hard_tiles_large_space
2295,61,concrete
2296,62,concrete
2297,57,concrete
2298,53,soft_pvc
2299,45,wood
2300,38,wood
2301,59,hard_tiles_large_space
2302,40,hard_tiles_large_space
2303,48,fine_concrete
2304,39,concrete
2305,66,tiled
2306,45,wood
2307,39,concrete
2308,39,concrete
2309,46,wood
2310,56,soft_pvc
2311,69,soft_pvc
2312,45,wood
2313,72,fine_concrete
2314,70,soft_pvc
2315,68,fine_concrete
2316,44,hard_tiles_large_space
2317,41,concrete
2318,64,tiled
2319,43,wood
2320,41,concrete
2321,42,concrete
2322,53,soft_pvc
2323,60,carpet
2324,55,tiled
2325,51,soft_pvc
2326,62,concrete
2327,43,wood
2328,41,concrete
2329,46,wood
2330,64,tiled
2331,47,concrete
2332,49,wood
2333,41,concrete
2334,61,concrete
2335,42,concrete
2336,49,wood
2337,72,fine_concrete
2338,61,concrete
2339,72,fine_concrete
2340,44,hard_tiles_large_space
2341,69,soft_pvc
2342,46,wood
2343,69,soft_pvc
2344,51,soft_pvc
2345,71,tiled
2346,49,wood
2347,54,tiled
2348,51,soft_pvc
2349,71,tiled
2350,39,concrete
2351,50,concrete
2352,59,hard_tiles_large_space
2353,43,wood
2354,36,fine_concrete
2355,42,concrete
2356,62,concrete
2357,62,concrete
2358,65,wood
2359,39,concrete
2360,47,concrete
2361,65,wood
2362,41,concrete
2363,72,fine_concrete
2364,65,wood
2365,38,wood
2366,54,tiled
2367,47,concrete
2368,49,wood
2369,39,concrete
2370,65,wood
2371,40,hard_tiles_large_space
2372,53,soft_pvc
2373,66,tiled
2374,49,wood
2375,40,hard_tiles_large_space
2376,39,concrete
2377,43,wood
2378,48,fine_concrete
2379,42,concrete
2380,38,wood
2381,65,wood
2382,40,hard_tiles_large_space
2383,37,soft_pvc
2384,64,tiled
2385,49,wood
2386,56,soft_pvc
2387,53,soft_pvc
2388,38,wood
2389,61,concrete
2390,43,wood
2391,54,tiled
2392,51,soft_pvc
2393,47,concrete
2394,48,fine_concrete
2395,71,tiled
2396,69,soft_pvc
2397,59,hard_tiles_large_space
2398,44,hard_tiles_large_space
2399,61,concrete
2400,72,fine_concrete
2401,38,wood
2402,54,tiled
2403,42,concrete
2404,65,wood
2405,36,fine_concrete
2406,43,wood
2407,39,concrete
2408,54,tiled
2409,41,concrete
2410,47,concrete
2411,55,tiled
2412,70,soft_pvc
2413,51,soft_pvc
2414,53,soft_pvc
2415,61,concrete
2416,48,fine_concrete
2417,51,soft_pvc
2418,42,concrete
2419,65,wood
2420,42,concrete
2421,59,hard_tiles_large_space
2422,68,fine_concrete
2423,55,tiled
2424,44,hard_tiles_large_space
2425,61,concrete
2426,46,wood
2427,61,concrete
2428,65,wood
2429,54,tiled
2430,46,wood
2431,42,concrete
2432,37,soft_pvc
2433,41,concrete
2434,66,tiled
2435,64,tiled
2436,66,tiled
2437,47,concrete
2438,57,concrete
2439,70,soft_pvc
2440,60,carpet
2441,44,hard_tiles_large_space
2442,72,fine_concrete
2443,70,soft_pvc
2444,69,soft_pvc
2445,71,tiled
2446,37,soft_pvc
2447,65,wood
2448,37,soft_pvc
2449,68,fine_concrete
2450,68,fine_concrete
2451,52,carpet
2452,38,wood
2453,64,tiled
2454,72,fine_concrete
2455,38,wood
2456,54,tiled
2457,68,fine_concrete
2458,60,carpet
2459,69,soft_pvc
2460,62,concrete
2461,59,hard_tiles_large_space
2462,69,soft_pvc
2463,57,concrete
2464,59,hard_tiles_large_space
2465,57,concrete
2466,60,carpet
2467,60,carpet
2468,71,tiled
2469,39,concrete
2470,46,wood
2471,44,hard_tiles_large_space
2472,72,fine_concrete
2473,66,tiled
2474,42,concrete
2475,47,concrete
2476,71,tiled
2477,49,wood
2478,60,carpet
2479,59,hard_tiles_large_space
2480,53,soft_pvc
2481,53,soft_pvc
2482,70,soft_pvc
2483,54,tiled
2484,39,concrete
2485,61,concrete
2486,57,concrete
2487,37,soft_pvc
2488,40,hard_tiles_large_space
2489,38,wood
2490,38,wood
2491,56,soft_pvc
2492,40,hard_tiles_large_space
2493,60,carpet
2494,54,tiled
2495,54,tiled
2496,62,concrete
2497,61,concrete
2498,53,soft_pvc
2499,61,concrete
2500,65,wood
2501,66,tiled
2502,70,soft_pvc
2503,38,wood
2504,43,wood
2505,47,concrete
2506,53,soft_pvc
2507,54,tiled
2508,37,soft_pvc
2509,61,concrete
2510,42,concrete
2511,39,concrete
2512,72,fine_concrete
2513,60,carpet
2514,39,concrete
2515,69,soft_pvc
2516,53,soft_pvc
2517,39,concrete
2518,72,fine_concrete
2519,65,wood
2520,54,tiled
2521,44,hard_tiles_large_space
2522,65,wood
2523,64,tiled
2524,55,tiled
2525,71,tiled
2526,69,soft_pvc
2527,43,wood
2528,68,fine_concrete
2529,66,tiled
2530,65,wood
2531,68,fine_concrete
2532,70,soft_pvc
2533,54,tiled
2534,66,tiled
2535,40,hard_tiles_large_space
2536,57,concrete
2537,55,tiled
2538,40,hard_tiles_large_space
2539,45,wood
2540,39,concrete
2541,68,fine_concrete
2542,42,concrete
2543,65,wood
2544,43,wood
2545,66,tiled
2546,60,carpet
2547,44,hard_tiles_large_space
2548,71,tiled
2549,40,hard_tiles_large_space
2550,41,concrete
2551,51,soft_pvc
2552,57,concrete
2553,57,concrete
2554,69,soft_pvc
2555,64,tiled
2556,71,tiled
2557,47,concrete
2558,39,concrete
2559,48,fine_concrete
2560,66,tiled
2561,37,soft_pvc
2562,66,tiled
2563,61,concrete
2564,36,fine_concrete
2565,69,soft_pvc
2566,51,soft_pvc
2567,68,fine_concrete
2568,46,wood
